Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Male,Top,Board Member,56,PhD,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree
Male,Level,Board Member,50,Master,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree
Female,Level,Board Member,43,Bachelor,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree
Female,Level,Supervisor,41,MBA,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral
Female,Top,Assistant Manager,38,Master,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree
Female,Level,Vice-president,49,PhD,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree
Male,Top,Assistant Manager,59,Master,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree
Female,Middle,C-Level,56,MBA,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
Male,Middle,Supervisor,46,Master,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral
Female,Top,President,39,PhD,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
Female,Level,Board Member,42,Master,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral
Male,Middle,Vice-president,45,Master,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Disagree
Female,Level,President,53,PhD,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree
Male,Middle,Assistant Manager,43,MBA,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree
Male,Middle,Supervisor,47,Bachelor,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree
Male,Level,Assistant Manager,41,Bachelor,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree
Female,Level,C-Level,51,MBA,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Disagree
Male,Top,Vice-president,45,MBA,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree
Female,Middle,President,49,Master,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree
Female,Top,Assistant Manager,45,Bachelor,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree
Female,Level,Board Member,42,Bachelor,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral
Male,Middle,Organizational Manager,59,Master,Neutral,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree
Male,Middle,Board Member,53,MBA,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree
Female,Level,Supervisor,57,Master,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral
Male,Level,President,46,Master,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree
Male,Middle,C-Level,51,Bachelor,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree
Male,Level,Organizational Manager,58,PhD,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree
Female,Top,Board Member,49,Bachelor,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree
Male,Top,Assistant Manager,56,MBA,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral
Female,Middle,President,42,MBA,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral
Male,Top,Assistant Manager,58,Bachelor,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree
Female,Level,Organizational Manager,51,PhD,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree
Male,Top,C-Level,58,Bachelor,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral
Female,Top,Vice-president,40,Bachelor,Strongly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree
Male,Middle,President,39,Master,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree
Female,Middle,Organizational Manager,55,Bachelor,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree
Female,Level,Board Member,55,Bachelor,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree
Male,Top,Board Member,39,Bachelor,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree
Male,Top,Vice-president,55,PhD,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree
Male,Top,Vice-president,50,Bachelor,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree
Male,Level,C-Level,45,Master,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Neutral,Disagree
Female,Top,Supervisor,46,MBA,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral
Female,Level,Supervisor,38,PhD,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
Female,Top,Board Member,43,PhD,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree
Male,Top,Board Member,50,Bachelor,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree
Male,Top,C-Level,56,Master,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree
Male,Level,Assistant Manager,49,Master,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree
Female,Level,Supervisor,38,PhD,Strongly Disagree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree
Female,Level,Board Member,49,Master,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree
Male,Middle,C-Level,48,Master,Agree,Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree
Female,Top,Assistant Manager,42,Bachelor,Neutral,Disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,Neutral
Female,Top,Organizational Manager,56,MBA,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Level,Organizational Manager,58,MBA,Neutral,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree
Male,Top,Supervisor,38,PhD,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree
Male,Middle,C-Level,48,Master,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree
Male,Middle,Supervisor,50,PhD,Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Neutral
Male,Middle,Board Member,57,Master,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree
Female,Middle,Board Member,51,Bachelor,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
Female,Top,Supervisor,50,Master,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
Male,Middle,Board Member,45,Master,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree
Female,Level,Organizational Manager,58,Master,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree
Male,Level,C-Level,41,Bachelor,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree
Female,Middle,President,53,MBA,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree
Male,Middle,Board Member,43,Bachelor,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Agree,Disagree
Male,Middle,Supervisor,49,Bachelor,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree
Male,Middle,Supervisor,45,Bachelor,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Disagree
Female,Top,Supervisor,43,Master,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree
Female,Top,President,47,PhD,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree
Male,Top,President,53,Master,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Agree
Female,Middle,Vice-president,41,PhD,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral
Male,Level,President,58,PhD,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Neutral
Male,Middle,Board Member,45,MBA,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Neutral
Male,Top,C-Level,52,Bachelor,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral
Female,Top,Supervisor,55,Master,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Female,Middle,Organizational Manager,54,PhD,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral
Female,Middle,Assistant Manager,52,Master,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree
Female,Level,President,48,Bachelor,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree
